household_id,district,latitude,longitude,distribution_date,household_size,baseline_fuel_kg_person_week,distance_to_market_km,elevation_m,usage_month_1,usage_month_2,usage_month_3,usage_month_4,usage_month_5,usage_month_6
HH-07465,Musanze,-1.464981,29.620903,17/02/2023,2.0,7.9,0.7,1851,14.8,12.4,13.9,13.9,15.5,11.1
HH-06904,Burera,-1.424891,29.845341,17/01/2023,1.0,10.2,2.3,1789,9.6,9.8,8.7,7.8,9.6,9.2
HH-07075,Burera,-1.482775,29.794196,27/10/2023,4.0,9.9,0.8,1743,36.0,31.3,43.5,34.3,43.1,37.64
HH-01111,Rulindo,-1.716105,29.962428,22/08/2023,3.0,9.0,3.6,2024,14.0,13.3,11.1,10.5,10.8,11.0
HH-06504,Nyabihu,-1.602035,29.532556,23/05/2024,6.0,6.3,4.7,2331,35.7,34.5,36.3,33.8,37.4,33.3
HH-02999,Musanze,-1.509585,29.61693,20/05/2023,6.0,9.0,2.4,1887,30.3,22.9,21.5,21.6,27.9,22.4
HH-02395,Gakenke,-1.735911,29.846901,30/09/2023,5.0,12.7,2.1,1538,33.3,36.2,35.8,28.0,25.3,24.6
HH-01186,Gakenke,-1.741398,29.81628,23/01/2024,4.0,9.6,17.5,1900,36.9,37.9,31.4,37.4,29.7,38.7
HH-02008,Rulindo,-1.702622,30.026058,18/05/2024,6.0,7.5,3.4,1731,18.0,25.1,24.1,19.4,19.8,20.9
HH-00194,Burera,-1.456499,29.793489,03/02/2023,5.0,7.5,7.0,1806,30.9,37.4,30.3,35.0,39.2,36.3
HH-07641,Musanze,-1.491949,29.622915,08/05/2023,5.0,11.0,8.0,1683,49.2,43.5,47.4,52.3,52.2,44.5
HH-00579,Burera,-1.464346,29.841084,06/02/2023,5.0,10.0,1.5,2236,44.2,43.2,45.1,42.3,41.1,41.1
HH-00772,Rulindo,-1.749646,30.023252,05/04/2024,5.0,6.4,12.9,2017,12.3,12.2,15.7,13.9,14.6,16.4
HH-02396,Musanze,-1.464038,29.562556,10/07/2023,7.0,9.0,2.4,2029,49.1,43.9,42.5,45.7,48.8,44.2
HH-07920,Musanze,-1.534254,29.66172,19/10/2023,3.0,9.7,5.6,1902,30.6,26.5,23.9,23.0,28.3,22.7
HH-01847,Nyabihu,-1.590054,29.468295,30/03/2024,5.0,5.9,1.3,2396,27.599999999999998,28.5,27.599999999999994,27.3,26.4,28.2
HH-06697,Rulindo,-1.797723,29.95522,24/12/2023,4.0,7.9,7.1,1608,28.6,29.8,28.3,22.7,25.3,27.0
HH-04275,Burera,-1.402334,29.772412,16/03/2023,4.0,9.8,3.25,2047,18.0,18.7,21.2,19.3,17.0,18.6
HH-03741,Gakenke,-1.689861,29.824599,21/10/2023,3.0,5.9,2.4,2340,14.5,14.0,16.2,16.9,17.1,15.74
HH-04601,Nyabihu,-1.606727,29.463531,15/04/2024,3.0,9.4,3.8,2369,14.8,11.9,12.6,17.1,14.9,9.2
HH-06683,Gakenke,-1.637231,29.75358,03/01/2023,2.0,7.9,2.0,2054,13.8,12.6,13.4,15.0,16.1,13.9
HH-06260,Nyabihu,-1.579528,29.520953,05/02/2023,5.0,9.0,12.5,2486,40.4,47.1,32.7,40.9,35.1,33.4
HH-02074,Gakenke,-1.743,29.824312,04/12/2023,6.0,9.3,3.6,2081,24.1,27.7,33.6,27.2,19.1,26.4
HH-01897,Burera,-1.428651,29.770383,22/03/2023,3.0,7.9,5.5,2063,13.0,11.3,9.5,11.0,11.1,12.0
HH-05895,Musanze,-1.45559,29.584874,21/11/2023,4.0,9.4,4.8,1865,20.0,17.8,20.3,19.2,13.0,12.6
HH-03660,Gakenke,-1.702707,29.792073,09/06/2023,4.0,10.8,13.5,1778,33.5,33.0,41.7,41.4,40.5,44.6
HH-02380,Rulindo,-1.716975,30.053079,08/02/2024,4.0,6.4,2.7,1772,11.3,13.9,9.0,13.7,12.2,11.1
HH-01448,Rulindo,29.961152,-1.797917,09/02/2024,6.0,11.0,22.8,1674,64.2,51.1,55.8,60.7,70.3,57.8
HH-00343,Nyabihu,-1.560845,29.544103,23/09/2023,5.0,11.1,5.1,2774,25.9,26.6,26.4,28.3,26.24,24.0
HH-07060,Gakenke,-1.703954,29.814121,14/07/2023,4.0,13.8,1.4,2133,45.0,56.6,45.6,44.3,38.8,47.8
HH-02528,Gakenke,-1.634602,29.797928,13/10/2023,2.0,8.4,2.0,1957,6.9,8.2,9.7,8.1,8.3,8.7
HH-00728,Rulindo,-1.761819,29.96298,17/04/2023,4.0,5.7,1.3,1762,23.7,21.1,21.6,19.1,20.0,20.2
HH-04578,Nyabihu,-1.579198,29.477775,17/09/2023,5.0,6.6,2.5,2451,30.4,31.8,34.2,31.020000000000003,26.0,32.7
HH-00977,Burera,-1.46515,29.83474,02/11/2023,7.0,8.4,2.1,1614,53.099999999999994,54.2,53.1,57.8,44.7,55.7
HH-05648,Rulindo,-1.712736,30.060932,27/07/2023,6.0,9.4,13.3,1941,44.9,48.6,57.1,60.1,57.4,45.5
HH-03517,Nyabihu,-1.581261,29.482962,02/05/2024,5.0,10.7,1.2,2398,43.6,41.2,42.7,42.9,56.2,43.9
HH-06065,Musanze,-1.533684,29.682379,01/03/2023,4.0,8.6,0.7,1898,14.6,14.3,14.5,15.9,13.9,15.3
HH-07675,Burera,-1.499508,29.803765,10/07/2023,4.0,11.8,11.5,1942,45.0,35.5,39.2,39.9,41.1,50.0
HH-03941,Rulindo,-1.745989,30.05049,17/06/2024,4.0,9.1,5.1,1816,36.7,28.7,32.8,30.4,38.8,27.3
HH-01300,Rulindo,-1.7165,30.093282,08/06/2024,2.0,8.5,3.0,1935,16.0,17.0,15.2,15.4,16.6,12.9
HH-07348,Burera,-1.437381,29.703618,02/12/2023,4.0,9.3,4.3,1955,28.6,34.5,35.3,36.3,35.2,37.3
HH-00661,Musanze,-1.468875,29.677107,22/06/2023,6.0,8.7,5.9,1591,41.1,41.4,48.6,44.6,43.0,52.6
HH-01493,Musanze,-1.465132,29.6118,29/01/2023,2.0,9.1,3.0,1777,7.9,7.5,8.6,9.4,8.8,8.6
HH-05392,Burera,-1.404066,29.807252,07/10/2023,4.0,8.8,0.7,1847,31.3,26.8,35.7,31.1,38.0,27.4
HH-05572,Nyabihu,-1.572847,29.494192,23/04/2023,4.0,7.7,7.7,2522,14.9,14.6,19.0,11.2,13.2,14.580000000000002
HH-05858,Nyabihu,-1.5987385,29.499624500000003,04/04/2023,6.0,7.1,5.2,2513,41.0,40.5,37.4,35.4,30.5,36.0
HH-02316,Nyabihu,-1.55,29.537393,02/05/2024,6.0,9.5,7.7,2297,50.7,54.8,56.9,54.3,59.9,41.7
HH-07427,Nyabihu,-1.594695,29.487766,06/05/2024,4.0,6.2,1.1,2462,14.1,18.9,17.6,18.6,19.7,12.9
HH-07368,Burera,-1.452326,29.701235,27/01/2024,1.0,14.1,3.0,1969,12.8,10.6,11.8,11.3,13.9,12.6
HH-01086,Musanze,-1.545898,29.572935,28/07/2023,4.0,11.0,6.3,1829,17.5,24.8,18.1,23.3,20.3,19.4
HH-07546,Nyabihu,-1.605096,29.549761,09/02/2023,3.0,9.3,4.9,2617,23.6,25.8,25.800000000000004,26.7,29.1,23.8
HH-03199,Nyabihu,-1.638935,29.484662,04/01/2024,5.0,7.4,0.6,2551,34.1,31.6,31.875,31.875,30.0,31.8
HH-05788,Rulindo,-1.750468,30.06068,27/04/2023,7.0,10.5,4.8,1596,35.9,36.3,37.0,35.8,34.3,30.7
HH-05435,Burera,-1.48838,29.766439,26/08/2023,4.0,13.1,8.0,1861,54.2,39.2,47.68,44.3,44.8,55.9
HH-00068,Rulindo,-1.785922,30.026986,08/02/2024,5.0,4.9,0.6,1902,10.6,11.5,12.2,10.5,11.1,8.9
HH-06363,Musanze,-1.487519,29.649834,23/04/2023,4.0,3.6499999999999995,5.7,1907,12.7,18.3,13.8,17.2,16.1,15.9
HH-02270,Burera,-1.492093,29.834769,14/08/2023,5.0,11.3,1.3,2002,33.5,24.5,22.2,18.8,20.0,27.5
HH-05654,Musanze,-1.468783,29.666769,22/07/2023,3.0,7.8,3.5,1742,18.7,21.3,22.9,21.7,23.2,17.4
HH-06055,Rulindo,-1.727524,30.020628,30/06/2023,4.0,7.3,4.9,1669,15.8,12.9,13.5,14.1,14.5,14.7
HH-06309,Burera,-1.428304,29.747668,10/04/2024,5.0,9.1,0.6,1943,35.3,39.1,40.0,40.7,39.8,47.6
HH-03448,Rulindo,-1.72499,30.091862,01/12/2023,7.0,10.6,3.1,1678,35.2,43.3,28.6,33.9,33.7,30.9
HH-02368,Burera,-1.499372,29.805618,24/05/2023,4.0,7.6,3.0,2177,31.7,29.1,26.1,27.8,28.1,29.3
HH-04762,Gakenke,-1.716439,29.766675,15/06/2023,4.0,8.9,2.8,2059,31.4,30.5,33.7,30.0,33.3,35.5
HH-07128,Musanze,-1.473141,29.663857,05/04/2024,4.0,4.7,1.9,1717,16.0,16.080000000000002,15.6,14.4,18.2,16.2
HH-02513,Musanze,-1.500512,29.624178,26/12/2023,6.0,4.0,0.9,1659,20.6,18.4,22.8,23.1,24.7,21.2
HH-02724,Musanze,-1.482855,29.648015,18/11/2023,5.0,8.2,3.5,2024,38.7,37.0,32.3,38.2,41.7,35.3
HH-06818,Gakenke,-1.711244,29.845499,23/05/2023,1.0,6.4,5.3,1774,3.0,3.1,3.1,3.8,2.3,3.4
HH-05925,Musanze,-1.521334,29.568683,02/09/2023,6.0,9.0,3.4,1965,30.7,30.4,32.4,40.3,34.3,36.1
HH-01144,Burera,-1.492284,29.714419,24/07/2023,5.0,12.3,6.4,1605,26.3,25.0,25.2,34.5,27.4,26.7
HH-07592,Rulindo,-1.717398,29.957648,06/02/2024,4.0,7.1,7.8,1572,15.8,14.479999999999999,14.2,13.8,14.3,14.3
HH-06521,Musanze,-1.501453,29.606397,07/09/2023,6.0,4.9,1.3,1816,13.7,12.9,11.3,13.0,12.9,11.1
HH-06865,Burera,-1.43736,29.7205,29/03/2023,3.0,11.7,0.5,1961,17.8,16.2,17.1,14.8,18.4,17.3
HH-06908,Rulindo,-1.708463,29.952274,23/05/2024,4.0,10.6,4.4,1792,21.6,19.6,18.4,19.2,20.9,19.7
HH-03790,Gakenke,-1.615847,29.783573,03/08/2023,7.0,10.1,1.3,1877,68.6,63.9,56.4,58.4,59.0,62.7
HH-02221,Rulindo,-1.788082,30.055295,22/01/2024,5.0,10.5,12.7,1657,37.1,48.7,39.8,44.9,55.7,52.2
HH-02332,Nyabihu,-1.606177,29.487371,17/01/2023,4.0,8.6,2.9,2172,17.36,17.1,16.3,17.7,16.4,19.3
HH-05506,Nyabihu,-1.575528,29.462733,24/05/2024,2.0,8.6,11.2,2575,16.5,13.2,16.2,18.5,15.4,17.3
HH-06041,Burera,-1.415421,29.708501,01/03/2024,6.0,7.4,3.8,1597,23.6,20.2,18.8,15.7,21.9,17.3
HH-07437,Nyabihu,-1.636019,29.466184,27/04/2023,6.0,8.5,8.3,2019,49.6,45.2,43.1,49.7,47.64,50.6
HH-04089,Rulindo,-1.787631,30.082637,31/01/2024,5.0,9.4,0.9,1667,18.1,26.5,22.0,18.9,23.0,17.7
HH-01968,Musanze,-1.457333,29.611691,10/06/2024,7.0,9.2,2.6,1839,36.8,27.0,35.7,38.1,24.0,21.5
HH-06264,Gakenke,-1.740854,29.820602,26/05/2023,7.0,7.1,10.8,1733,25.5,27.4,20.3,20.9,26.9,21.4
HH-04366,Rulindo,-1.793248,29.959804,06/02/2023,3.0,4.3,4.5,1758,7.3,5.1,4.4,6.7,5.6,5.5
HH-00424,Burera,-1.427564,29.721257,11/08/2023,5.0,10.1,2.2,2022,22.9,21.5,23.5,22.1,19.1,16.7
HH-06935,Gakenke,-1.687675,29.841376,01/11/2023,5.0,9.7,3.3,2050,45.3,37.8,46.9,41.4,43.3,33.7
HH-01905,Rulindo,-1.711451,30.039673,27/12/2023,5.0,6.4,2.4,1863,13.2,13.3,15.4,15.0,13.8,12.4
HH-07261,Musanze,-1.469814,29.657697,12/04/2023,5.0,8.5,0.8,2246,31.9,44.2,33.3,32.7,34.9,42.7
HH-03918,Musanze,-1.530316,29.600784,25/08/2023,8.0,10.3,25.0,1732,67.3,79.5,83.3,75.4,76.24,75.7
HH-03619,Rulindo,-1.772405,30.098614,03/05/2023,5.0,9.4,5.0,1813,22.7,24.7,21.3,24.2,20.7,22.0
HH-00840,Burera,-1.452871,29.73514,29/02/2024,4.0,5.2,6.7,1695,19.2,19.2,17.7,22.3,21.3,17.1
HH-04597,Rulindo,-1.74155,29.989854,08/03/2023,5.0,9.0,3.9,2086,35.4,44.8,40.6,35.4,39.3,42.8
HH-04923,Burera,-1.480075,29.824427,10/01/2023,4.0,9.4,9.0,2170,13.7,15.4,19.5,20.7,16.8,13.1
HH-00142,Musanze,-1.469162,29.628079,30/07/2023,6.0,7.6,1.2,2011,19.2,17.6,25.6,21.339999999999996,18.7,25.6
HH-06611,Gakenke,-1.652743,29.773105,17/08/2023,5.0,10.7,25.0,2018,20.8,20.7,19.9,19.7,17.4,19.7
HH-01378,Burera,-1.467432,29.727695,16/03/2023,6.0,9.0,1.3,1927,22.1,27.7,26.7,23.0,26.5,21.9
HH-03675,Burera,-1.430418,29.749884,12/08/2023,4.0,12.3,5.3,1715,21.3,27.8,24.3,25.9,20.7,18.6
HH-06226,Burera,-1.490417,29.82474,23/06/2024,7.0,11.7,5.7,1519,41.2,39.0,37.9,32.3,32.9,36.0
HH-07838,Rulindo,-1.759015,30.044535,12/01/2023,3.0,7.5,0.9,1604,18.8,20.8,17.8,19.6,19.4,21.6
HH-03809,Nyabihu,-1.583602,29.487297,07/01/2023,5.0,14.3,0.8,2407,55.4,68.9,60.1,53.6,64.4,60.7
HH-01139,Burera,-1.429737,29.816997,28/03/2024,3.0,6.8,3.4,2035,11.1,8.3,8.0,10.4,10.0,7.3
HH-02258,Musanze,-1.502494,29.672303,01/05/2024,4.0,10.3,6.1,2029,39.1,29.5,37.6,39.4,32.1,41.8
HH-01788,Burera,-1.440034,29.804345,15/11/2023,4.0,9.4,4.2,1806,41.0,33.6,33.6,34.7,34.1,35.39999999999999
HH-03939,Nyabihu,-1.560872,29.498366,30/07/2023,4.0,8.1,4.3,2344,15.9,18.0,11.3,15.1,17.6,15.3
HH-05405,Musanze,-1.527643,29.661374,17/09/2023,3.0,10.0,2.2,2097,23.8,25.0,27.2,27.3,22.8,31.1
HH-07366,Musanze,-1.516325,29.633825,07/05/2024,4.0,9.4,1.0,1991,31.2,31.5,35.1,27.9,38.8,32.9
HH-00460,Nyabihu,-1.607442,29.516839,28/12/2023,4.0,8.1,2.9,2516,30.7,32.6,28.6,24.0,28.2,23.6
HH-07316,Gakenke,-1.618498,29.844751,11/01/2024,7.0,7.5,5.4,1893,38.7,51.8,52.8,47.3,47.4,52.3
HH-00949,Gakenke,-1.697088,29.830752,13/03/2023,3.0,11.4,9.9,2195,23.7,34.2,30.1,27.3,30.1,33.2
HH-03701,Burera,-1.438687,29.818416,07/01/2024,4.0,12.9,3.1,1996,52.0,44.3,46.1,47.5,47.6,39.1
HH-01337,Nyabihu,-1.638704,29.543158,18/08/2023,5.0,9.1,2.0,2392,36.4,44.8,41.9,42.8,42.7,42.0
HH-04629,Burera,-1.4602,29.811166,16/02/2024,6.0,13.2,3.0,1909,39.7,37.4,36.0,28.3,34.3,41.4
HH-07571,Musanze,-1.536608,29.694026,10/09/2023,4.0,10.6,4.5,1721,18.6,24.8,21.8,24.8,18.8,20.8
HH-01603,Musanze,-1.524297,29.631432,24/06/2023,6.0,8.2,1.0,1854,49.1,47.1,49.1,46.7,34.8,45.5
HH-02239,Nyabihu,-1.628197,29.52714,07/05/2024,4.0,9.3,9.2,2334,32.9,28.0,37.4,30.0,32.7,32.2
HH-00640,Musanze,-1.518287,29.692063,02/01/2024,6.0,11.0,0.9,1900,52.6,55.4,51.6,54.2,62.4,56.2
HH-07719,Musanze,-1.491844,29.558923,06/09/2023,6.0,6.3,1.1,1843,20.2,15.4,16.7,16.0,19.1,15.8
HH-03831,Musanze,-1.544932,29.639555,31/01/2023,4.0,11.1,4.2,2038,34.4,33.8,27.8,33.4,34.1,28.7
HH-05606,Burera,-1.460968,29.729741,07/10/2023,4.0,10.1,10.7,1944,29.0,34.4,38.3,41.9,37.2,35.9
HH-07707,Burera,-1.418996,29.772836,28/03/2023,5.0,7.4,23.4,2012,29.9,35.5,35.2,28.7,31.4,33.8
HH-07156,Rulindo,-1.761407,30.039879,09/08/2023,5.0,11.8,6.3,1606,53.3,47.7,46.2,55.2,59.1,45.7
HH-01071,Musanze,-1.540551,29.63584,05/06/2024,3.0,8.7,0.7,1647,14.2,12.6,14.6,13.0,10.7,11.8
HH-00156,Musanze,-1.511195,29.577841,11/02/2023,5.0,9.7,10.4,1903,25.5,20.3,23.9,22.2,26.1,24.0
HH-02296,Nyabihu,-1.593894,29.503693,30/09/2023,7.0,10.9,2.5,2291,75.0,66.1,67.8,69.9,79.6,73.9
HH-05585,Musanze,-1.461602,29.606335,15/05/2023,7.0,7.8,7.7,1890,47.4,47.8,42.1,57.9,42.3,47.0
HH-04579,Gakenke,-1.606312,29.768563,11/01/2024,4.0,10.3,1.1,2334,19.4,22.7,22.0,18.6,16.3,16.1
HH-01090,Musanze,-1.483911,29.595179,27/12/2023,4.0,11.9,2.6,1739,40.6,43.2,46.1,46.3,38.9,34.8
HH-02941,Musanze,-1.518013,29.689181,11/05/2024,2.0,5.6,4.9,1801,10.8,10.5,10.4,8.9,10.1,9.5
HH-06769,Gakenke,-1.670137,29.854804,20/01/2024,5.0,7.5,6.6,2248,32.1,27.2,31.4,30.3,40.1,31.6
HH-04385,Gakenke,-1.668501,29.8085,25/06/2023,4.0,12.6,1.9,2006,40.5,41.6,42.5,46.6,49.1,42.7
HH-00931,Nyabihu,-1.585192,29.52073,26/08/2023,7.0,10.5,1.2,2283,68.1,64.4,64.9,65.82000000000001,65.7,66.0
HH-02910,Musanze,-1.470691,29.690748,05/05/2024,4.0,11.3,4.2,2007,25.7,24.9,20.0,19.8,24.2,25.3
HH-05154,Rulindo,-1.729473,30.003545,22/04/2024,4.0,8.0,15.8,1788,24.8,27.6,24.4,27.3,29.8,27.1
HH-07549,Rulindo,-1.737484,29.960403,29/08/2023,4.0,11.0,9.9,1885,21.6,18.2,21.4,21.6,17.6,18.8
HH-03248,Musanze,-1.498868,29.598178,08/01/2023,5.0,10.0,1.6,1796,18.8,18.8,24.7,17.6,26.4,16.3
HH-07269,Burera,-1.411625,29.74224,14/11/2023,5.0,6.3,10.0,1871,15.0,17.7,12.6,17.4,11.6,9.8
HH-06704,Musanze,-1.47398,29.672399,18/06/2023,5.0,10.6,6.1,2089,43.2,37.9,51.3,50.2,51.7,49.3
HH-07376,Nyabihu,-1.613698,29.506457,05/10/2023,6.0,9.0,2.1,2552,46.8,46.9,58.0,53.9,55.4,46.2
HH-07091,Nyabihu,-1.614937,29.493905,27/02/2024,5.0,8.2,1.9,2468,20.0,17.2,15.8,22.2,21.5,14.5
HH-06912,Gakenke,-1.744792,29.824884,19/03/2023,6.0,8.2,3.3,2130,37.1,49.9,48.1,52.1,47.0,44.2
HH-07510,Gakenke,-1.704213,29.892657,25/03/2024,3.0,10.4,1.3,2054,26.4,25.0,31.0,30.2,28.6,27.7
HH-01699,Gakenke,-1.672153,29.830606,02/06/2024,7.0,8.5,3.8,2197,32.9,27.7,27.7,26.3,25.7,30.3
HH-07757,Musanze,-1.453782,29.602743,01/04/2023,4.0,12.0,2.0,1982,39.5,43.4,38.2,43.5,40.4,43.0
HH-07952,Nyabihu,-1.607841,29.503076,15/02/2023,5.0,7.6,0.9,2362,36.7,38.0,31.4,30.7,30.0,38.1
HH-05415,Nyabihu,-1.581133,29.511848,15/02/2023,7.0,11.1,6.7,2437,70.8,70.6,78.3,59.7,57.2,62.6
HH-03832,Rulindo,-1.790835,30.01508,19/11/2023,5.0,14.450000000000001,3.1,1817,61.2,67.0,79.7,63.6,75.3,73.3
HH-07292,Nyabihu,-1.568724,29.486122,13/06/2023,6.0,11.2,5.6,2258,58.6,59.1,54.3,56.1,59.9,68.1
HH-07730,Burera,-1.401961,29.791047,22/03/2024,6.0,10.1,6.0,2005,29.6,32.6,28.4,31.8,22.7,24.3
HH-00986,Burera,-1.412219,29.803862,17/10/2023,4.0,9.7,6.1,1922,61.1,47.0,44.4,47.4,48.3,55.4
HH-01822,Nyabihu,-1.558968,29.461565,15/07/2023,2.0,7.9,3.5,2662,16.4,13.0,16.0,14.1,15.2,14.7
HH-07038,Musanze,-1.50116,29.661006,19/02/2024,6.0,12.4,4.3,1812,41.9,36.3,36.36,37.9,35.7,30.0
HH-00588,Nyabihu,-1.639647,29.468364,16/01/2023,6.0,7.7,4.7,2256,26.6,21.575000000000003,21.575,25.1,18.6,16.0
HH-07628,Musanze,-1.507507,29.647727,23/05/2024,5.0,7.1,6.9,1864,19.4,17.8,18.3,17.5,15.4,17.6
HH-05558,Rulindo,-1.730854,29.956543,12/01/2023,5.0,9.3,3.3,1821,21.1,25.5,23.7,18.6,18.8,19.4
HH-07286,Burera,-1.403278,29.704219,17/03/2024,3.0,8.0,5.7,1714,21.5,17.2,18.6,24.0,22.6,20.7
HH-07947,Burera,-1.435705,29.75229,07/05/2024,1.0,9.1,1.5,2012,8.0,7.5,7.74,8.2,6.8,8.2
HH-06465,Rulindo,-1.777781,30.004062,17/02/2023,7.0,11.2,4.3,1671,41.7,40.5,42.1,40.2,28.7,30.3
HH-06354,Burera,-1.426465,29.833422,05/01/2023,5.0,10.8,2.0,1884,25.8,27.8,24.4,26.8,25.9,19.7
HH-03558,Burera,-1.424023,7.795577,27/11/2023,4.0,8.4,0.9,1695,16.9,19.1,15.9,16.3,13.4,16.1
HH-01396,Rulindo,-1.792733,30.062104,19/05/2023,1.0,12.7,0.9,1730,12.9,11.8,9.5,10.2,12.3,10.6
HH-00265,Gakenke,-1.670076,29.843723,08/04/2023,4.0,9.5,6.8,1892,32.9,30.3,30.3,26.8,35.2,37.5
HH-03548,Burera,-1.448045,29.773502,21/02/2024,7.0,9.9,1.3,1914,36.4,35.1,29.5,30.5,35.7,26.0
HH-05449,Burera,-1.406939,29.837792,28/05/2024,4.0,7.8,1.9,1775,26.9,29.139999999999997,31.9,28.6,30.8,27.5
HH-07304,Gakenke,-1.719904,29.887966,21/02/2023,3.0,10.3,8.7,1907,27.3,25.8,27.76,27.0,28.7,30.0
HH-07055,Burera,-1.422126,29.81822,17/03/2024,7.0,7.2,6.4,1999,50.1,42.5,37.3,43.7,50.5,45.4
HH-03865,Nyabihu,-1.565074,29.536355,15/04/2023,6.0,10.7,2.7,2306,26.0,27.9,31.5,24.2,25.4,22.4
HH-06645,Musanze,-1.515849,29.573336,16/04/2024,3.0,11.0,0.8,1782,14.7,12.6,17.8,15.5,14.1,15.6
HH-02401,Musanze,-1.542986,29.650731,25/04/2024,2.0,9.7,9.4,1836,9.6,9.4,8.3,8.9,9.5,9.3
HH-06659,Nyabihu,-1.599343,29.494292,09/08/2023,4.0,10.9,3.3,2473,39.7,36.8,41.4,43.3,43.0,40.6
HH-03712,Rulindo,-1.777614,30.069819,15/06/2025,3.0,7.5,7.5,1767,9.3,9.6,9.3,9.5,8.9,10.1
HH-00247,Musanze,-1.532455,29.670931,19/07/2023,6.0,11.6,0.9,1817,60.0,68.6,58.8,68.1,65.9,56.9
HH-01595,Rulindo,-1.760819,30.089125,23/09/2023,5.0,8.2,3.9,1604,20.68,23.2,22.8,14.5,23.9,19.0
HH-07773,Musanze,-1.473446,29.598351,04/08/2023,3.0,9.9,2.8,1704,15.8,14.2,18.4,11.3,12.9,13.2
HH-05625,Nyabihu,-1.62247,29.510019,21/10/2023,6.0,6.1,1.4,2440,37.0,34.2,32.5,31.0,38.9,30.7
HH-00924,Rulindo,-1.710191,30.037906,04/04/2023,4.0,9.2,6.2,1607,22.3,16.7,19.5,17.1,13.9,12.3
HH-05677,Burera,-1.5,29.843668,16/01/2024,2.0,9.2,2.8,1703,10.6,9.3,8.2,8.8,7.1,6.2
HH-07431,Musanze,-1.486256,29.636039,27/05/2023,6.0,12.8,1.0,1873,61.8,71.1,64.3,64.5,80.6,66.4
HH-00670,Musanze,-1.53611,29.580242,04/07/2023,5.0,8.0,2.8,2089,23.4,19.2,15.9,20.1,19.9,19.7
HH-03605,Nyabihu,-1.603809,29.474492,08/10/2023,5.0,7.1,7.1,2568,31.8,33.5,33.8,36.1,26.2,29.0
HH-01911,Musanze,-1.545715,29.602484,21/07/2023,1.0,12.3,0.6,1828,10.9,9.7,12.6,9.8,11.7,11.1
HH-06087,Rulindo,-1.708054,30.05277,24/10/2023,6.0,9.0,3.5,1955,56.5,58.96,61.3,64.1,55.8,57.1
HH-03959,Nyabihu,-1.631704,29.521675,31/10/2023,6.0,8.6,10.5,2096,39.8,51.3,40.0,42.5,44.1,42.7
HH-02697,Rulindo,-1.707861,30.001093,05/04/2024,8.0,12.1,1.1,1756,48.9,50.4,45.2,42.2,53.0,45.6
HH-02592,Rulindo,-1.756802,30.015068,03/03/2023,3.0,8.3,4.2,1928,24.6,24.1,19.9,21.1,24.0,19.4
HH-01782,Gakenke,29.753278,-1.642101,06/01/2023,1.0,9.1,5.5,1788,7.8,6.8,8.1,8.1,8.5,9.4
HH-03014,Musanze,-1.54309,29.567027,12/06/2024,5.0,6.0,1.8,1960,15.7,13.3,13.0,11.7,16.2,12.1
HH-02308,Burera,-1.42748,29.727067,25/02/2023,4.0,7.8,5.3,1773,24.9,27.1,30.8,23.3,26.0,23.9
HH-04792,Gakenke,-1.645277,29.787463,06/04/2024,4.0,14.450000000000001,0.7,2033,56.6,48.3,52.9,48.5,43.2,49.7
HH-03691,Rulindo,-1.784644,30.006242,10/11/2023,8.0,8.9,4.8,1742,45.3,25.4,31.6,34.8,33.2,31.7
HH-00688,Musanze,-1.455784,29.61484,10/07/2023,6.0,8.3,2.4,1730,49.3,47.2,42.8,36.1,46.9,48.6
HH-00613,Burera,-1.422515,29.734486,04/01/2024,4.0,5.2,0.7,1919,20.9,19.7,17.3,17.0,16.0,16.9
HH-03201,Burera,-1.496479,29.818722,28/07/2023,3.0,11.0,7.1,1688,27.7,28.7,34.3,35.8,23.7,30.0
HH-02268,Rulindo,-1.706882,29.959181,01/10/2023,5.0,9.9,0.5,1696,46.8,42.0,51.3,52.7,41.8,44.8
HH-07667,Burera,-1.415307,29.811732,08/11/2023,3.0,8.3,16.8,1866,19.9,20.8,23.4,19.4,20.7,20.5
HH-06822,Burera,-1.404977,29.803603,19/07/2023,3.0,8.8,2.9,2087,24.1,23.8,21.3,20.6,26.8,22.8
HH-01899,Musanze,-1.451534,29.610957,28/08/2023,4.0,8.3,6.3,1617,28.3,32.5,30.5,28.2,26.0,33.4
HH-05793,Gakenke,-1.713535,29.815424,15/01/2023,5.0,10.8,1.1,1793,53.3,46.8,38.3,40.4,43.2,45.0
HH-00259,Burera,-1.454159,29.827294,29/07/2023,6.0,9.5,17.3,1649,54.7,43.4,39.9,48.9,53.2,48.6
HH-02925,Musanze,-1.479012,29.659751,16/01/2023,5.0,3.6499999999999995,3.0,2065,26.1,29.7,23.8,19.7,24.4,19.6
HH-02823,Burera,-1.469361,29.768995,10/10/2023,5.0,8.2,2.6,1751,24.0,15.9,19.2,14.9,15.8,21.2
HH-03340,Rulindo,-1.747619,29.963434,31/10/2023,5.0,10.1,17.3,1739,28.6,22.2,22.3,23.5,23.88,22.8
HH-03526,Nyabihu,-1.599765,29.544527,06/10/2023,5.0,9.9,4.8,2300,23.9,19.6,24.9,17.9,26.9,22.1
HH-04564,Nyabihu,-1.599707,29.534939,09/04/2024,7.0,9.0,4.9,2411,29.7,33.2,30.0,36.4,31.560000000000002,28.5
